capture,observed_at_utc,event_id,url,market_title_raw,selection_order,accessible_label,visible_name,odds_raw,decimal_odds,disabled,node_index
007-flyquest-map1,2026-09-21T22:07:04.051Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 1 - Quintuple meurtre,0,Yes,Yes,"11,00",11.00,False,1625
007-flyquest-map1,2026-09-21T22:07:04.051Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 1 - Victoires paires/impaires,0,Odd,Odd,"1,85",1.85,False,1647
007-flyquest-map1,2026-09-21T22:07:04.051Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 1 - Victoires paires/impaires,1,Even,Even,"1,85",1.85,False,1654
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,0,FlyQuest 5 Kills,5,"1,62",1.62,False,1386
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,1,Shopify Rebellion 5 Kills,5,"2,15",2.15,False,1394
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,2,FlyQuest 10 Kills,10,"1,52",1.52,False,1402
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,3,Shopify Rebellion 10 Kills,10,"2,35",2.35,False,1410
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,4,FlyQuest 15 Kills,15,"1,50",1.50,False,1418
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier à atteindre morts,5,Shopify Rebellion 15 Kills,15,"2,40",2.40,False,1426
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier sang,0,FlyQuest,FlyQuest,"1,78",1.78,False,1448
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier sang,1,Shopify Rebellion,Shopify Rebellion,"1,92",1.92,False,1455
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier Baron,0,FlyQuest,FlyQuest,"1,52",1.52,False,1477
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier Baron,1,Shopify Rebellion,Shopify Rebellion,"2,35",2.35,False,1484
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier inhibiteur,0,FlyQuest,FlyQuest,"1,48",1.48,False,1506
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Premier inhibiteur,1,Shopify Rebellion,Shopify Rebellion,"2,50",2.50,False,1513
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,0,FlyQuest 10th Kill,10,"1,72",1.72,False,1541
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,1,Shopify Rebellion 10th Kill,10,"2,00",2.00,False,1549
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,2,FlyQuest 20th Kill,20,"1,68",1.68,False,1557
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,3,Shopify Rebellion 20th Kill,20,"2,05",2.05,False,1565
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,4,FlyQuest 30th Kill,30,"1,65",1.65,False,1573
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - º meurtre,5,Shopify Rebellion 30th Kill,30,"2,10",2.10,False,1581
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Quadruple meurtre,0,Yes,Yes,"6,30",6.30,False,1603
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Quintuple meurtre,0,Yes,Yes,"11,00",11.00,False,1625
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Victoires paires/impaires,0,Odd,Odd,"1,85",1.85,False,1647
008-flyquest-map2,2026-09-21T22:07:04.885Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 2 - Victoires paires/impaires,1,Even,Even,"1,85",1.85,False,1654
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,0,FlyQuest 5 Kills,5,"1,62",1.62,False,1386
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,1,Shopify Rebellion 5 Kills,5,"2,15",2.15,False,1394
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,2,FlyQuest 10 Kills,10,"1,52",1.52,False,1402
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,3,Shopify Rebellion 10 Kills,10,"2,35",2.35,False,1410
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,4,FlyQuest 15 Kills,15,"1,50",1.50,False,1418
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier à atteindre morts,5,Shopify Rebellion 15 Kills,15,"2,40",2.40,False,1426
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier sang,0,FlyQuest,FlyQuest,"1,78",1.78,False,1448
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier sang,1,Shopify Rebellion,Shopify Rebellion,"1,92",1.92,False,1455
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier Baron,0,FlyQuest,FlyQuest,"1,52",1.52,False,1477
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier Baron,1,Shopify Rebellion,Shopify Rebellion,"2,35",2.35,False,1484
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier inhibiteur,0,FlyQuest,FlyQuest,"1,48",1.48,False,1506
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Premier inhibiteur,1,Shopify Rebellion,Shopify Rebellion,"2,50",2.50,False,1513
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,0,FlyQuest 10th Kill,10,"1,72",1.72,False,1541
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,1,Shopify Rebellion 10th Kill,10,"2,00",2.00,False,1549
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,2,FlyQuest 20th Kill,20,"1,68",1.68,False,1557
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,3,Shopify Rebellion 20th Kill,20,"2,05",2.05,False,1565
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,4,FlyQuest 30th Kill,30,"1,65",1.65,False,1573
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - º meurtre,5,Shopify Rebellion 30th Kill,30,"2,10",2.10,False,1581
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Quadruple meurtre,0,Yes,Yes,"6,30",6.30,False,1603
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Quintuple meurtre,0,Yes,Yes,"11,00",11.00,False,1625
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Victoires paires/impaires,0,Odd,Odd,"1,85",1.85,False,1647
009-flyquest-map3,2026-09-21T22:07:05.755Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 3 - Victoires paires/impaires,1,Even,Even,"1,85",1.85,False,1654
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,0,FlyQuest 5 Kills,5,"1,62",1.62,False,1386
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,1,Shopify Rebellion 5 Kills,5,"2,15",2.15,False,1394
